Calendar Year,County,Number of Retail Locations,Non-Ethanol Gasoline Sales (in gallons),Ethanol Gasoline Sales (in gallons),Clear and Dyed Diesel Sales (in gallons),Clear and Dyed Biodiesel Sales (in gallons)	,Pure Biodiesel Sales (in gallons),Biofuel Distribution Percentage
2019,Keokuk,7,337037,2847667,1475707,382469,343902,10.8
2019,Kossuth,12,427936,4679543,2248898,423522,566717,11.1
2019,Lee,17,1624505,9987312,1308646,578829,1054171,9.08
2019,Linn,91,12993565,81690866,9578841,11416944,11073503,11.7
2019,Louisa,8,470974,3700955,729835,703001,482508,11.57
2019,Lucas,7,432845,2566601,663107,4230789,530457,17.69
2019,Lyon,13,862855,4506353,3184119,580751,533196,9.93
2019,Madison,12,810185,6730248,5697562,1215494,863740,11.45
2019,Mahaska,17,928817,10378750,1812730,2163242,1321416,11.69
2019,Marion,21,1818727,13353905,4976158,1791891,1832393,12.08
2019,Marshall,22,2131496,12002906,1394083,2778166,1590770,11.25
2019,Mills,11,1003164,4906542,2002677,436226,599112,10.14
2019,Mitchell,9,555405,3486591,705208,496547,491896,12.17
2019,Monona,12,611589,4915356,1720364,1292459,724772,13.11
2019,Monroe,5,365306,3456608,171741,505597,400806,10.49
2019,Montgomery,7,511588,3414451,268693,647730,433411,11.04
2019,Muscatine,15,1635317,12395366,332705,1486218,1698319,12.1
2019,OBrien,17,759466,5274085,1501649,311687,602190,9.36
2019,Osceola,10,228919,2456360,3345516,821289,342040,12.74
2019,Other,11,565395,4005878,1036108,938232,505303,11.05
2019,Page,6,354784,5054917,1833328,808538,588498,10.88
2019,Palo Alto,12,441899,4068726,3487142,121106,471918,10.46
2019,Plymouth,18,2593711,11085217,14283421,2376011,1500323,10.97
2019,Pocahontas,5,166052,1827783,109131,97252,196588,9.86
2019,Polk,198,34972248,193531597,26874086,66792202,30927502,13.53
2019,Pottawattamie,64,10591183,48766390,14070168,53748590,13453538,22.67
2019,Poweshiek,24,2892244,13216039,3454599,23800210,5215782,32.38
2019,Ringgold,6,177212,1419494,616935,1439752,272701,17.08
2019,Sac,12,519903,4629909,1478242,1208330,624292,12.12
2019,Scott,106,8812794,99949340,4811561,50724343,18240320,16.77
2019,Shelby,11,471099,4191902,2400531,1441709,545372,11.7
2019,Sioux,21,1977379,9312467,10349032,627945,1086827,9.63
2019,Story,41,5554936,36393928,1832390,5267734,4877388,11.63
2019,Tama,18,836265,6753162,3034750,1045655,888392,11.71
2019,Union,10,491485,4672193,931579,530361,571637,11.07
2019,Wapello,25,2105566,14714800,988873,3993596,2150645,12.79
2019,Warren,28,3005102,21407775,780117,2719041,2694895,11.04
2019,Washington,14,740740,13513030,1979859,1595290,1590542,11.16
2019,Wayne,7,196707,2629168,292576,1431427,359623,12.73
2019,Webster,33,1799828,16787399,1786735,3631043,2414829,12.99
2019,Winnebago,15,534733,3884472,1927263,160618,476637,10.79
2019,Winneshiek,18,1304814,8824945,8789192,2005251,1305864,12.89
2019,Woodbury,46,9471223,38627416,11297865,24287907,7987227,16.61
2019,Worth,9,1051963,3146485,843237,1097325,532919,12.69
2019,Wright,17,715976,4779953,1188371,280088,530169,9.65
2020,Adair,11,1244749,5688645,1535290,1638904,854685,12.33
2020,Allamakee,16,948629,4927601,2090054,1033233,688357,11.71
2020,Appanoose,9,622179,4292707,2511573,486187,570132,11.6
2020,Audubon,6,216937,2069131,1954005,1099624,397181,17.37
2020,Benton,24,1304575,6379548,4298919,1763724,1145213,14.9
2020,Black Hawk,62,8078572,44631343,4273224,20270961,8206938,15.57
2020,Boone,14,982626,6984086,1795127,2547797,860053,10.8
2020,Bremer,17,2003988,8776444,1455228,1778414,1262489,11.71
2020,Buchanan,13,1153339,6247188,1375353,1038766,831841,11.24
2020,Buena Vista,24,988329,6994308,3330527,1480025,951586,11.92
2020,Butler,11,941159,4873912,1446369,845222,650808,11.19
2020,Calhoun,14,320836,3337306,440885,4434481,734451,20.08
2020,Carroll,25,1410771,8070044,11124128,637437,980060,10.34
2020,Cass,15,744675,5744374,4432374,482342,630007,9.71
2020,Cedar,14,1541478,10573151,5749327,7735486,2290924,18.91
2020,Cerro Gordo,30,4224483,22055998,6930324,13761212,4629672,17.62
2020,Cherokee,15,665847,4031730,3797438,409183,462404,9.84
2020,Chickasaw,12,1274976,5409501,5175421,3737740,977233,14.62
2020,Clarke,8,1129352,6330592,101427,8648861,1882324,25.23
2020,Clay,17,827383,5078461,1059809,722963,610848,10.34
2020,Clayton,21,1479968,6184658,2836760,1439159,986861,12.88
2020,Clinton,30,3219904,17625909,4341713,5133093,2712211,13.01
2020,Crawford,13,660554,4163210,2274638,1184451,513608,10.65
2020,Dallas,41,5441218,31105799,7538201,7651638,4631265,12.67
2020,Davis,5,211828,1629981,824133,449426,186117,10.11
2020,Decatur,5,375314,2287871,273038,461879,305095,11.46
2020,Delaware,13,1031941,5035342,1371233,1142670,742238,12.23
2020,Des Moines,17,1930128,12730245,552756,185998,1426667,9.73
2020,Dickinson,22,2180042,7759788,1286591,503387,913112,9.19
2020,Dubuque,45,8354521,45340172,7336881,17032014,5998155,11.17
2020,Emmet,7,319018,2858893,94663,493032,406305,12.79
2020,Fayette,16,731264,6401240,426933,371724,693548,9.72
2020,Floyd,13,1854639,5125293,2488370,8935895,1732272,24.82
2020,Franklin,11,457666,4444711,2935871,1063218,694054,14.16
2020,Fremont,6,341377,4556546,946065,13926447,2486487,50.77
2020,Greene,12,342558,3966820,502890,2321418,585801,13.59
2020,Grundy,13,654695,4609734,4283241,124718,489793,9.3
2020,Guthrie,11,510532,3340021,802738,6692920,1271928,33.03
2020,Hamilton,15,2044129,6139063,2804741,10952072,2323029,28.39
2020,Hancock,7,344438,2860362,169583,1409933,547229,17.08
2020,Hardin,25,1462869,10784883,6329795,2218664,1647833,13.45
2020,Harrison,11,556946,4686596,2251786,2288212,684695,13.06
2020,Henry,18,1114221,16090086,2914317,13666475,3594194,20.89
2020,Howard,12,730537,3770216,1883978,1383783,560736,12.46
2020,Humboldt,11,678865,3844555,3542200,324915,445721,9.85
2020,Ida,9,401697,2631116,1835368,31913,301551,9.94
2020,Iowa,33,2563741,11532490,7166549,1909580,1498387,10.63
2020,Jackson,17,1272388,7640509,894843,2201313,1210789,13.58
2020,Jasper,24,4005343,13248538,2046241,17756986,3747334,21.72
2020,Jefferson,14,836981,4442814,1443302,1082087,610755,11.57
2020,Johnson,52,9276449,36427857,4428953,3150452,4321347,9.46
2020,Jones,11,951875,6404713,1841954,1460877,848299,11.53
2020,Keokuk,10,516622,3962091,1535948,909341,565939,12.64
2020,Kossuth,12,576506,4651778,2695950,336693,540228,10.33
2020,Lee,19,1564524,9608748,1618211,479079,1024024,9.16
2020,Linn,91,12763911,71312015,10386785,11967596,10042449,11.94
2020,Louisa,8,445052,3189031,392665,463217,402441,11.07
2020,Lucas,7,453305,2641120,695597,1946060,423170,13.68
2020,Lyon,13,715682,4249705,3816666,583339,505129,10.17
2020,Madison,13,795786,6731336,6728104,1006711,851810,11.32
2020,Mahaska,16,1391003,9329317,1855202,1917617,1217716,11.36
2020,Marion,19,1916520,12405178,5051383,1392285,1562847,10.91
2020,Marshall,25,2759354,10944518,2078826,2415980,1481018,10.81
2020,Mills,10,688891,4688104,2531018,639866,606592,11.28
2020,Mitchell,9,617709,3510560,3002662,451217,464508,11.25
2020,Monona,10,466581,4008186,1578150,373538,514321,11.49
2020,Monroe,5,379033,3174746,42964,409359,390829,11
2020,Montgomery,8,568038,3298231,4135000,72588,375442,9.36
2020,Muscatine,16,1535071,11755881,447232,1289268,1594067,11.99
2020,OBrien,21,776960,5751864,4783053,340073,675686,10.35
2020,Osceola,8,191190,1355276,267502,660568,173622,11.23
2020,Other,8,372277,2754038,824559,775074,373250,11.94
2020,Page,7,398306,4850265,2160908,525932,630637,12.02
2020,Palo Alto,6,319758,2818420,1098535,87698,294295,9.38
2020,Plymouth,16,2280440,9162506,14674889,1360141,1181393,10.32
2020,Pocahontas,6,474384,3150460,8685122,124718,350774,9.68
2020,Polk,198,30949625,163247695,22692805,55926584,26166863,13.47
2020,Pottawattamie,52,8273232,44065836,10311108,58948417,13465944,25.73
2020,Poweshiek,24,1924623,12751269,5909079,35403680,6890264,46.95
2020,Ringgold,7,271215,1816642,706637,1489004,346010,16.57
2020,Sac,15,532437,3950784,1271086,655520,478731,10.68
2020,Scott,91,9912938,78497566,2572829,52410915,16324278,18.46
2020,Shelby,14,452203,4128510,3709285,3485909,855136,18.67
2020,Sioux,22,1916338,8325319,9592157,434824,925328,9.03
2020,Story,43,4812421,30946502,1897972,5019930,4198641,11.74
2020,Tama,19,981189,6246744,3153144,513996,740573,10.25
2020,Union,13,708233,4775881,1030814,900365,644553,11.75
2020,Van Buren,8,504816,2080285,1040247,213887,230057,8.9
2020,Wapello,24,2134399,13343632,393969,3608416,1946468,12.58
2020,Warren,30,2879005,18516658,647905,2210845,2308917,10.79
2020,Washington,17,1059560,7361218,3080915,5404818,1278648,15.18
2020,Wayne,7,243959,2060151,367789,1658919,313259,13.6
2020,Webster,30,1633290,15362406,1968055,3793012,2249745,13.24
2020,Winnebago,14,328706,3516897,1992932,378706,477992,12.43
2020,Winneshiek,17,1534310,7878708,7018509,1972882,1148533,12.2
2020,Woodbury,37,7455512,33198987,9783254,24774864,7383149,18.16
2020,Worth,9,375486,3032438,1406312,145253,413476,12.13
2020,Wright,18,711491,4481139,3095884,278176,488118,9.4
2021,Adair,11,1042806,5373991,930753,6240679,1354323,21.11
2021,Adams,,133535,1348849,241289,79046,174951,11.8
2021,Allamakee,9,870411,4755045,1523722,1240414,763166,13.57
2021,Appanoose,,393175,2929518,1523633,159406,389473,11.72
2021,Audubon,6,202273,2053504,1980763,1412213,484774,21.49
2021,Benton,18,1057333,6642405,2279597,1536825,980835,12.74
2021,Black Hawk,55,6666668,51447315,2727434,16843653,8460977,14.56
2021,Boone,8,870532,6332039,1466715,184383,659318,9.15
2021,Bremer,14,1934895,8842981,1205905,1926785,1275469,11.83
2021,Buchanan,10,1057226,5793093,1080089,860683,766858,11.19
2021,Buena Vista,22,978358,7316058,3204935,767280,975599,11.76
2021,Butler,12,1023150,4937786,1703095,616455,614027,10.3
2021,Calhoun,14,382772,4044050,545473,4287767,844805,19.08
2021,Carroll,20,1063845,7501687,5645889,700523,978031,11.42
2021,Cass,16,913747,6814227,7044564,337769,956924,12.38
2021,Cedar,11,893998,6451862,4794779,7522256,1826372,24.86
2021,Cerro Gordo,21,2826134,21557732,4962398,12030906,4344585,17.82
2021,Cherokee,13,592405,3860410,2429170,238642,456877,10.26
2021,Chickasaw,8,910423,4367331,159672,1232988,594510,11.26
2021,Clarke,8,1285092,6099606,390178,7885334,1866667,25.28
2021,Clay,14,1075400,6913686,1464278,586904,797176,9.98
2021,Clayton,14,1081731,4781873,154237,1598510,764513,13.04
2021,Clinton,25,1755921,18627468,4705718,3312957,2572744,12.62
2021,Crawford,10,662913,3900224,1655563,1399112,511670,11.21
2021,Dallas,29,4144941,19318929,5979455,1760109,2226876,9.49
2021,Davis,,363648,1592702,833382,333231,189020,9.66
2021,Decatur,,110640,1579973,177878,903289,210706,12.46
2021,Delaware,8,1480724,5462934,3496164,1073597,777482,11.2
2021,Des Moines,17,1362269,13867497,804185,44957,1550642,10.18
2021,Dickinson,14,1462703,6014628,309508,585625,724119,9.68
2021,Dubuque,41,7768128,47769704,994069,6959598,5954122,10.72
2021,Emmet,7,309747,3071480,237689,452842,417261,12.34
2021,Fayette,10,1113879,4134781,208942,382137,463087,8.82
2021,Floyd,9,550639,4763556,2126153,1194388,729917,13.74
2021,Franklin,8,267158,3501438,2759733,967221,594115,15.76
2021,Fremont,7,1278224,5045120,1446757,15694926,2890845,45.72
2021,Greene,10,282445,3717988,397341,2008034,557549,13.94
2021,Grundy,11,606889,4793479,3735203,31319,508080,9.41
2021,Guthrie,11,492215,4982585,1002219,6534362,1526395,27.88
2021,Hamilton,11,492212,5600118,1014079,2272328,963145,15.81
2021,Hancock,8,355887,2907954,391016,1188420,484717,14.85
2021,Hardin,19,614441,6360767,4898455,1045494,856015,12.27
2021,Harrison,11,677301,4008622,2207645,1338043,496031,10.59
2021,Henry,14,1238317,15313264,2205924,6915829,2673175,16.15
2021,Howard,10,756535,4246194,1807466,1393225,651210,13.02
2021,Humboldt,9,597993,3687789,3234589,289185,441499,10.3
2021,Ida,8,366849,2483762,1644784,52625,317200,11.13
2021,Iowa,160,31192310,179475436,73262856,106877625,39782665,18.88
2021,Jackson,12,997927,5970362,266250,2264028,929716,13.34
2021,Jasper,19,1727690,12368604,1366226,1020319,1532799,10.87
2021,Jefferson,13,702808,3836964,1180209,986467,536998,11.83
2021,Johnson,40,5773557,25610893,2430453,2358745,2927887,9.33
2021,Jones,10,1002405,6851680,2202277,1072049,837397,10.66
2021,Keokuk,9,467751,3667934,1534860,828272,525118,12.7
2021,Kossuth,9,309359,3756495,636689,243727,453349,11.15
2021,Lee,18,1561083,10002841,3018785,565187,1029971,8.91
2021,Linn,76,11635930,73668927,3575122,21277980,11205541,13.14
2021,Louisa,6,368582,2503381,772756,286533,294763,10.26
2021,Lucas,6,461115,2755280,626513,1868179,421180,13.09
2021,Lyon,6,398195,2442512,1508067,635238,309230,10.89
2021,Madison,7,518387,5776235,17680982,467676,701198,11.14
2021,Mahaska,11,792774,8216196,1574743,1492404,984750,10.93
2021,Marion,17,1706620,11797973,4596215,789231,1463562,10.84
2021,Marshall,17,2201915,10167418,1836348,407827,1221075,9.87
2021,Mills,10,854644,5771950,4172856,1119710,800799,12.08
2021,Mitchell,9,791352,3222103,3016775,320549,442588,11.03
2021,Monona,7,606192,4292226,1534419,1239179,632150,12.91
2021,Monroe,,369370,2942675,0,261046,341890,10.32
2021,Montgomery,7,564162,3433117,2670265,679551,472149,11.81
2021,Muscatine,14,1178527,8837545,543519,273907,1027502,10.26
2021,OBrien,12,612521,3503214,487229,84390,393094,9.55
2021,Osceola,,162247,853876,54913,981019,146153,14.38
2021,Page,8,572947,5240464,1092382,1265013,610602,10.5
2021,Palo Alto,6,262884,2849624,886043,374023,353872,11.37
2021,Plymouth,12,2344688,9689601,14623834,1347481,1269334,10.55
2021,Pocahontas,,171202,2089399,275620,27433,290525,12.85
2021,Polk,122,23285527,146909546,17160574,36254399,20805288,12.22
2021,Pottawattamie,34,4157787,30960784,7681044,26060374,7257108,20.66
2021,Poweshiek,18,1032075,10106796,4947874,24380974,4920769,44.18
2021,Ringgold,6,268693,1909819,860200,1274593,342597,15.73
2021,Sac,13,483631,4420500,1318705,1138869,612905,12.5
2021,Scott,155,6951861,87946318,4338954,47106843,16916609,17.83
2021,Shelby,8,314750,2470996,4436033,1864945,501974,18.02
2021,Sioux,17,1373904,6610542,4332591,718524,781850,9.79
2021,Story,24,3104300,28359418,1110156,7665908,3942117,12.53
2021,Tama,16,1050170,6656572,3003621,324889,791985,10.28
2021,Taylor,,235963,1596703,471259,1106171,276093,15.07
2021,Union,10,664830,4640145,840128,852284,624449,11.77
2021,Van Buren,6,221961,1915166,400697,50012,196576,9.2
2021,Wapello,19,1792435,12351772,872250,6571858,2048838,14.49
2021,Warren,22,2162988,14190837,404409,772020,1548414,9.47
2021,Washington,13,1066245,7218707,2948870,5292012,1246752,15.05
2021,Wayne,,153269,1993967,54262,651222,239133,11.14
2021,Webster,28,1504689,15083802,1403541,3134486,2051881,12.37
2021,Winnebago,10,427588,3772089,1851351,530502,522541,12.44
2021,Winneshiek,12,1023026,7318605,2977405,949760,932680,11.18
2021,Woodbury,21,4489070,33666978,4970028,9789092,4996766,13.1
2021,Worth,,199822,1162731,592757,105924,132162,9.7
2021,Wright,14,507830,3891264,3206524,128911,420278,9.55
2022,Adair,8,608947,4563682,2824131,720912,642603,12
2022,Adams,,106845,1348137,126673,183143,202876,14
2022,Allamakee,16,778741,5530219,2704131,1272304,963893,15
2022,Appanoose,7,394735,3519549,1725428,405017,550042,14
2022,Audubon,6,212417,2193847,2210342,929879,445896,19
2022,Benton,24,1127005,9225597,2876035,2842460,1552687,15
2022,Black Hawk,61,5742172,43769767,3430681,23744839,9047816,18
2022,Boone,11,808010,7156304,3004711,547627,801991,10
2022,Bremer,13,1586047,9051114,1091626,2189255,1390927,13
2022,Buchanan,11,941893,6223643,1201577,2132896,1089123,15
2022,Buena Vista,23,834312,7645818,4318975,559187,1117659,13
2022,Butler,12,818899,4912462,1545741,1186206,707068,12
2022,Calhoun,12,324228,3729959,513439,1059397,604104,15
2022,Carroll,23,1124845,9139105,10924452,995169,1280952,12
2022,Cass,12,704915,5938009,6689245,324032,749878,11
2022,Cedar,13,904817,7778036,6865612,9208928,2049530,24
2022,Cerro Gordo,25,2725688,22336288,13860521,6846823,3795733,15
2022,Cherokee,13,489653,3860576,2523929,804103,580336,13
2022,Chickasaw,10,1536899,5178112,5275029,3317193,929976,14
2022,Clarke,8,1110102,5890802,906838,8633754,1985270,28
2022,Clay,17,944024,10268839,1451317,687819,1216511,11
2022,Clayton,21,1118956,6795737,2191457,1313069,979689,12
2022,Clinton,28,3864162,18716866,4038386,5018786,2738833,12
2022,Crawford,9,541246,4256321,2375852,127224,497299,10
2022,Dallas,38,4077357,31927924,6977763,4473506,4020669,11
2022,Davis,,217994,1613940,789795,934635,200509,11
2022,Decatur,,101439,1578652,290078,841032,220216,13
2022,Delaware,9,858525,4782209,596514,2534351,995877,18
2022,Des Moines,17,1115430,13089831,740876,245076,1536616,11
2022,Dickinson,17,1512699,7315198,794198,743159,906052,10
2022,Dubuque,47,6153434,34489749,6497929,14036997,4805418,12
2022,Emmet,7,291963,3034339,743340,84713,379385,11
2022,Fayette,13,553204,4826028,295713,595168,593000,11
2022,Floyd,12,593836,5668109,2417318,8552332,1882320,30
2022,Franklin,8,801587,3419149,2231466,1291884,700459,17
2022,Fremont,8,978826,6089336,1588281,13765227,2621879,37
2022,Greene,10,194336,3310857,577170,1176690,488176,14
2022,Grundy,11,535859,4889024,3547310,172116,568111,10
2022,Guthrie,11,764904,5147027,715091,5972664,1615265,27
2022,Hamilton,12,380690,6972369,1920620,17488572,3346970,46
2022,Hancock,8,428725,3391443,1277378,1262697,588111,15
2022,Hardin,22,580542,6554677,5819514,522161,822770,12
2022,Harrison,12,646376,4653081,2061631,445655,540744,10
2022,Henry,16,1147458,17266956,2508688,10045885,3617042,20
2022,Howard,12,720151,4863409,1977423,1809015,837033,15
2022,Humboldt,11,505046,3937117,4144824,379186,506301,11
2022,Ida,11,295542,3700139,2768239,266185,530104,13
2022,Iowa,37,1694203,10932287,7984120,2154735,1617436,13
2022,Jackson,13,778750,6348725,2936333,2472005,1081712,15
2022,Jasper,29,2017390,15826243,1730611,19021909,4905911,27
2022,Jefferson,15,673620,4802622,1333546,1191106,723609,13
2022,Johnson,44,5927261,34916249,3836196,2929002,4131926,10
2022,Jones,10,811905,6593746,2058842,1475988,892978,12
2022,Keokuk,9,412539,3908824,2155215,923639,579993,13
2022,Kossuth,12,377166,4569563,1846607,191782,577382,12
2022,Lee,25,1306101,11643931,3357078,419417,1214967,9
2022,Linn,87,12990919,73339347,9984545,29397428,12982170,15
2022,Louisa,8,388531,3137378,1257245,617960,464509,13
2022,Lucas,6,408992,2557748,646951,2693952,451450,15
2022,Lyon,12,412161,4610397,3680154,478632,530137,11
2022,Madison,8,444958,6507413,19758610,767409,842340,12
2022,Mahaska,13,593274,8265130,885636,717757,1065801,12
2022,Marion,22,1830830,12343224,4693403,1698922,1787718,13
2022,Marshall,20,2187954,11468918,1809590,1183888,1613770,12
2022,Mills,9,642957,5336980,3223471,6300236,1602918,27
2022,Mitchell,9,379396,3162176,1982069,411491,531906,15
2022,Monona,7,490842,3876064,1092932,1119443,738402,17
2022,Monroe,,294993,3413909,313979,293837,486654,13
2022,Montgomery,8,546896,4137184,1772217,1564098,636863,14
2022,Muscatine,15,992379,9007108,224779,1045814,1223315,12
2022,OBrien,18,652977,6388576,3184726,737879,903347,13
2022,Osceola,7,180179,2469340,3781668,0,325277,12
2022,Page,7,449569,4057737,2117854,237230,469586,10
2022,Palo Alto,8,232164,2990608,2284996,60920,368000,11
2022,Plymouth,17,1988553,11231435,17236510,1783229,1561159,12
2022,Pocahontas,6,377863,3098958,8380318,185012,377667,11
2022,Polk,170,23834475,148387506,15736333,54861775,24707215,14
2022,Pottawattamie,40,6494411,37831366,25007668,44560474,10943444,25
2022,Poweshiek,19,1099520,8057250,6041533,16505787,3036638,33
2022,Ringgold,6,212800,2010420,534663,1771292,470627,21
2022,Sac,14,422782,4491161,1355455,2451074,859227,17
2022,Scott,83,15788694,84179581,6484316,66877090,19741300,20
2022,Shelby,,291646,3232408,4567931,2495802,767174,22
2022,Sioux,26,3078250,16488437,26340078,786022,2019024,10
2022,Story,36,3813600,18069971,1102488,11197184,3406123,16
2022,Tama,16,907882,7287340,3034783,1941770,1109554,14
2022,Taylor,7,197363,1867529,657351,903145,317172,15
2022,Union,10,561687,4841642,1106496,1391862,800251,15
2022,Van Buren,7,162093,2218170,967889,112879,354415,15
2022,Wapello,20,1648332,12756088,757914,7189816,2139857,15
2022,Warren,23,1807249,15434061,735086,1675966,1877322,11
2022,Washington,14,839670,7853517,3338834,5589472,1500082,17
2022,Wayne,,117498,1819925,597713,315242,225357,12
2022,Webster,27,1402457,15080477,1295709,3017998,2253936,14
2022,Winnebago,10,366486,3971309,1466744,647976,601180,14
2022,Winneshiek,16,929490,8108422,6418170,1257895,1114006,12
2022,Woodbury,37,4513733,30361445,7722465,19074435,6201216,18
2022,Worth,7,295783,3150889,1289967,105369,355295,10
2022,Wright,14,505965,3978543,3503292,197417,455224,10
